TRAIN_ID,HEADCODE,SERVICE_GROUP,ORIGIN_DEP_TIME,ROUTE_START,ROUTE_END
C00057,1A94,EF04,15:18,PENZNCE,PADTON
C00122,1C36,EF01,23:33,PADTON,BRSTLTM
C00123,1L46,EF02,09:23,SWANSEA,PADTON
C00125,1L74,EF02,14:15,CMTHN,PADTON
C00135,2P36,EF11,17:08,EXETRSD,PLYMTH
C00139,1L92,EF02,18:23,SWANSEA,PADTON
C00158,1P68,EF03,15:31,HEREFRD,PADTON
C00159,1P74,EF03,16:58,GTMLVRN,PADTON
C00162,1P82,EF03,18:57,GTMLVRN,PADTON
C00163,1P88,EF03,20:46,GTMLVRN,PADTON
C00164,1W49,EF03,15:47,PADTON,GTMLVRN
C00165,1L42,EF02,08:35,SWANSEA,PADTON
C00166,1C20,EF01,15:30,PADTON,BRSTLTM
C00167,1C77,EF04,10:03,PADTON,PENZNCE
C00168,1W03,EF03,12:47,PADTON,HEREFRD
C00668,1D19,EF05,07:53,OXFD,PADTON
C00669,1A07,EF01,07:45,BRSTLTM,PADTON
C00671,1L32,EF02,08:30,BRSTPWY,PADTON
C00677,1D39,EF05,10:56,OXFD,PADTON
C00686,2K63,EF10,20:25,AVONMTH,BRSTLTM
C00688,2K67,EF10,21:28,AVONMTH,BRSTLTM
C00697,1P40,EF03,09:58,GTMLVRN,PADTON
C00698,1A13,EF01,11:00,BRSTLTM,PADTON
C00704,1D61,EF05,15:56,OXFD,PADTON
C00790,2V47,EF07,15:00,BNBR,OXFD
C00791,2V51,EF07,18:00,BNBR,OXFD
C00792,2V43,EF07,10:30,BNBR,OXFD
C00794,1N77,EF04,11:18,PLYMTH,NEWQUAY
C00796,1C99,EF04,11:03,PADTON,NEWQUAY
C00797,1V76,EF13,08:01,WEYMTH,CRDFCEN
C00812,1W59,EF03,17:47,PADTON,GTMLVRN
C00813,1A88,EF04,14:53,PAIGNTN,PADTON
C00814,2P71,EF05,17:12,DIDCOTP,PADTON
C00815,1D71,EF05,17:56,OXFD,PADTON
C00829,1A92,EF04,16:55,PAIGNTN,PADTON
C00835,1W39,EF03,13:47,PADTON,GTMLVRN
C00836,1W08,EF03,18:47,PADTON,HEREFRD
C00838,1C35,EF01,22:45,PADTON,BRSTPWY
C00839,1C24,EF01,17:30,PADTON,BRSTLTM
C00840,1B40,EF02,13:45,PADTON,CMTHN
C00842,1A89,EF04,13:33,NEWQUAY,PADTON
C00843,1A36,EF04,20:14,PLYMTH,PADTON
C00844,1A96,EF04,16:18,PENZNCE,PADTON
C00847,1A28,EF01,18:00,BRSTLTM,PADTON
C00848,1W02,EF03,11:47,PADTON,HEREFRD
C00849,1W01,EF03,09:47,PADTON,HEREFRD
C00850,1F13,EF13,11:25,CRDFCEN,WRMNSTR
C00851,1C91,EF04,18:03,PADTON,PENZNCE
C00852,1F19,EF13,13:25,CRDFCEN,WRMNSTR
C00853,1C88,EF04,16:03,PADTON,PENZNCE
C00854,1C86,EF04,15:03,PADTON,PLYMTH
C00861,1D42,EF05,21:19,PADTON,OXFD
C01009,2M42,EF07,09:44,OXFD,BNBR
C01010,2M46,EF07,14:18,OXFD,BNBR
C01011,2M50,EF07,17:17,OXFD,BNBR
C01221,1C81,EF04,12:03,PADTON,PENZNCE
C01222,1C75,EF04,07:59,PADTON,PENZNCE
C01223,1C14,EF01,12:30,PADTON,BRSTLTM
C01224,1B93,EF02,21:45,PADTON,SWANSEA
C01225,1B91,EF02,20:45,PADTON,SWANSEA
C01226,1B28,EF02,11:45,PADTON,CMTHN
C01227,1B25,EF02,10:45,PADTON,SWANSEA
C01228,1B20,EF02,09:35,PADTON,CMTHN
C01229,1B06,EF02,10:27,SWANSEA,CMTHN
C01230,1A95,EF04,17:45,PLYMTH,PADTON
C01231,1A10,EF01,08:29,WSMARE,PADTON
C01232,1A12,EF01,10:00,BRSTLTM,PADTON
C01233,1A15,EF01,11:30,WSMARE,PADTON
C01234,1A24,EF01,16:00,BRSTLTM,PADTON
C01235,1A34,EF01,21:00,BRSTLTM,PADTON
C01236,1A79,EF04,09:14,PLYMTH,PADTON
C01237,1A80,EF04,08:10,PENZNCE,PADTON
C01238,1A82,EF04,09:09,PENZNCE,PADTON
C01239,1A26,EF04,17:00,BRSTLTM,PADTON
C01240,1A90,EF04,14:18,PENZNCE,PADTON
C01589,2R22,EF11,10:38,BRNSTPL,EXETERC
C01590,2R27,EF11,12:36,BRNSTPL,EXETERC
C01591,2R29,EF11,13:36,BRNSTPL,EXETERC
C01592,2R31,EF11,14:31,BRNSTPL,EXETERC
C01593,2R33,EF11,15:32,BRNSTPL,EXETERC
C01594,2R35,EF11,16:30,BRNSTPL,EXETERC
C01595,2R37,EF11,17:37,BRNSTPL,EXETERC
C01596,2R39,EF11,18:32,BRNSTPL,EXETERC
C02437,2K45,EF07,09:30,BEDYN,RDNGSTN
C02438,2K49,EF07,10:40,BEDYN,RDNGSTN
C02440,2K61,EF07,12:36,BEDYN,RDNGSTN
C02441,2K67,EF07,14:39,BEDYN,RDNGSTN
C02442,2K75,EF07,16:41,BEDYN,RDNGSTN
C02443,2K80,EF07,18:40,BEDYN,RDNGSTN
C02444,2K91,EF07,20:40,BEDYN,RDNGSTN
C02445,2K95,EF07,22:34,BEDYN,RDNGSTN
C02505,1D47,EF05,12:56,OXFD,PADTON
C02507,1A16,EF01,13:32,RDNGSTN,PADTON
C02510,1A18,EF01,13:00,BRSTLTM,PADTON
C02512,1D51,EF05,13:56,OXFD,PADTON
C02513,1A83,EF04,10:12,PENZNCE,PADTON
C03025,2J70,EF07,22:06,BSNGSTK,RDNGSTN
C03038,2J16,EF07,09:06,BSNGSTK,RDNGSTN
C03044,2J22,EF07,10:06,BSNGSTK,RDNGSTN
C03049,2J26,EF07,11:06,BSNGSTK,RDNGSTN
C03054,2J30,EF07,12:07,BSNGSTK,RDNGSTN
C03059,2J34,EF07,13:07,BSNGSTK,RDNGSTN
C03064,2J38,EF07,14:06,BSNGSTK,RDNGSTN
C03069,2J42,EF07,15:06,BSNGSTK,RDNGSTN
C03074,2J46,EF07,16:06,BSNGSTK,RDNGSTN
C03079,2J50,EF07,17:06,BSNGSTK,RDNGSTN
C03084,2J54,EF07,18:06,BSNGSTK,RDNGSTN
C03089,2J58,EF07,19:06,BSNGSTK,RDNGSTN
C03094,2J62,EF07,20:06,BSNGSTK,RDNGSTN
C03099,2J66,EF07,21:06,BSNGSTK,RDNGSTN
C03700,2E61,EF11,17:24,OKHMPTN,EXETRSD
C03701,2E63,EF11,18:32,OKHMPTN,EXETRSD
C03702,2E64,EF11,19:30,OKHMPTN,EXETRSD
C03703,2E65,EF11,20:30,OKHMPTN,EXETRSD
C03704,2E66,EF11,22:03,OKHMPTN,EXETRSD
C03705,2K03,EF11,08:38,EXETERC,OKHMPTN
C03706,2K04,EF11,09:32,EXETERC,OKHMPTN
C03707,2K05,EF11,10:31,EXETERC,OKHMPTN
C03708,2K06,EF11,11:33,EXETERC,OKHMPTN
C03709,2K07,EF11,12:31,EXETERC,OKHMPTN
C03710,2K08,EF11,13:32,EXETERC,OKHMPTN
C03711,2K09,EF11,14:32,EXETERC,OKHMPTN
C03712,2K10,EF11,15:32,EXETERC,OKHMPTN
C03713,2K11,EF11,16:32,EXETERC,OKHMPTN
C03714,2K12,EF11,17:32,EXETERC,OKHMPTN
C03715,2K13,EF11,18:49,EXETRSD,OKHMPTN
C03716,2K14,EF11,19:47,EXETRSD,OKHMPTN
C03717,2K15,EF11,21:20,EXETRSD,OKHMPTN
C03718,2R53,EF11,09:24,OKHMPTN,EXETERC
C03719,2R54,EF11,10:24,OKHMPTN,EXETERC
C03720,2R55,EF11,11:24,OKHMPTN,EXETERC
C03721,2R56,EF11,12:24,OKHMPTN,EXETERC
C03722,2R57,EF11,13:23,OKHMPTN,EXETERC
C03723,2R58,EF11,14:24,OKHMPTN,EXETERC
C03724,2R59,EF11,15:23,OKHMPTN,EXETERC
C03725,2R60,EF11,16:23,OKHMPTN,EXETERC
C05790,2B10,EF03,15:00,CHLTNHM,SDON
C05871,2B12,EF03,17:00,CHLTNHM,SDON
C05929,2P24,EF04,17:24,NEWQUAY,PLYMTH
C05986,1L56,EF01,13:02,BRSTPWY,PADTON
C05987,1L88,EF01,18:25,BRSTPWY,PADTON
C05988,1A14,EF01,11:30,BRSTLTM,PADTON
C05990,1A31,EF01,19:30,BRSTLTM,PADTON
C05993,1C17,EF01,14:00,PADTON,BRSTLTM
C05994,1C41,EF01,13:12,PADTON,SDON
C05995,1C43,EF01,15:13,PADTON,SDON
C05996,1C51,EF01,20:05,PADTON,SDON
C06025,1R29,EF01,19:59,PADTON,RDNGSTN
C06026,1U23,EF02,11:13,PADTON,BRSTPWY
C06027,1U45,EF02,16:13,PADTON,BRSTPWY
C06045,1P56,EF04,15:25,RDNGSTN,PADTON
C06050,1A40,EF01,08:37,SDON,PADTON
C06051,1A41,EF01,09:13,SDON,PADTON
C06053,1A42,EF01,11:30,SDON,PADTON
C06181,1A44,EF01,14:30,SDON,PADTON
C06182,1A45,EF01,16:06,SDON,PADTON
C06183,1A46,EF01,16:30,SDON,PADTON
C06184,1A47,EF01,17:03,SDON,PADTON
C06186,1A48,EF01,18:07,SDON,PADTON
C32966,1A21,EF01,14:30,BRSTLTM,PADTON
C32967,1A22,EF01,15:00,BRSTLTM,PADTON
C32987,1A50,EF04,21:15,PENZNCE,PADTON
C33006,1A98,EF04,17:55,PENZNCE,PADTON
C33025,1C05,EF01,08:01,PADTON,BRSTLTM
C33026,1C10,EF01,10:30,PADTON,WSMARE
C33028,1C18,EF01,14:30,PADTON,BRSTLTM
C33034,1C22,EF04,16:30,PADTON,BRSTLTM
C33038,1C28,EF01,19:30,PADTON,BRSTLTM
C33043,1C45,EF01,16:53,PADTON,SDON
C33045,1C46,EF01,17:53,PADTON,SDON
C33046,1C47,EF01,18:13,PADTON,SDON
C33047,1C48,EF01,18:53,PADTON,SDON
C33048,1C49,EF01,19:13,PADTON,SDON
C33051,1C70,EF11,08:42,EXETRSD,PENZNCE
C33062,1D22,EF05,11:20,PADTON,OXFD
C33064,1D26,EF05,13:20,PADTON,OXFD
C33066,1D28,EF05,14:20,PADTON,OXFD
C33067,1D30,EF05,15:20,PADTON,OXFD
C33069,1D32,EF05,16:20,PADTON,OXFD
C33070,1D34,EF05,17:20,PADTON,OXFD
C33073,1D38,EF05,19:20,PADTON,OXFD
C33078,1D43,EF05,11:56,OXFD,PADTON
C33084,1D57,EF05,14:56,OXFD,PADTON
C33089,1D75,EF05,18:56,OXFD,PADTON
C33091,1D79,EF05,19:56,OXFD,PADTON
C33095,1F16,EF13,12:49,WRMNSTR,CRDFCEN
C33097,1F20,EF13,14:49,WRMNSTR,CRDFCEN
C33098,1F24,EF13,15:50,WRMNSTR,CRDFCEN
C33099,1F30,EF13,18:49,WRMNSTR,CRDFCEN
C33100,1F31,EF13,17:50,CRDFCEN,WSTBRYW
C33106,1L50,EF03,10:47,CHLTNHM,PADTON
C33115,1O56,EF09,06:10,RDNG4AB,GTWK
C33116,1O58,EF09,06:58,RDNG4AB,GTWK
C33117,1O60,EF09,07:49,RDNGSTN,GTWK
C33118,1O62,EF09,08:18,RDNG4AB,GTWK
C33119,1O64,EF09,08:49,RDNGSTN,GTWK
C33120,1O66,EF09,09:18,RDNGSTN,GTWK
C33121,1O67,EF09,09:48,RDNG4AB,GTWK
C33122,1O68,EF09,10:18,RDNGSTN,GTWK
C33123,1O69,EF09,10:48,RDNG4AB,GTWK
C33124,1O70,EF09,11:18,RDNG4AB,GTWK
C33125,1O71,EF09,11:48,RDNG4AB,GTWK
C33126,1O72,EF09,12:18,RDNG4AB,GTWK
C33127,1O74,EF09,12:48,RDNG4AB,GTWK
C33128,1O76,EF09,13:18,RDNG4AB,GTWK
C33129,1O77,EF09,13:48,RDNG4AB,GTWK
C33130,1O78,EF09,14:18,RDNG4AB,GTWK
C33131,1O79,EF09,14:48,RDNG4AB,GTWK
C33132,1O80,EF09,15:18,RDNG4AB,GTWK
C33133,1O81,EF09,15:48,RDNG4AB,GTWK
C33134,1O82,EF09,16:18,RDNG4AB,GTWK
C33135,1O83,EF09,16:48,RDNG4AB,GTWK
C33136,1O84,EF09,17:18,RDNG4AB,GTWK
C33137,1O85,EF09,17:48,RDNG4AB,GTWK
C33138,1O86,EF09,18:18,RDNG4AB,GTWK
C33139,1O87,EF09,18:48,RDNG4AB,GTWK
C33140,1O88,EF09,19:18,RDNG4AB,GTWK
C33141,1O89,EF09,19:48,RDNG4AB,GTWK
C33142,1O94,EF09,21:14,RDNG4AB,GTWK
C33143,1O96,EF09,23:05,RDNGSTN,GTWK
C33147,1P30,EF03,08:15,WORCSFS,PADTON
C33151,1P46,EF03,10:58,GTMLVRN,PADTON
C33157,1U24,EF02,12:13,PADTON,BRSTPWY
C33159,1V39,EF09,06:12,GTWK,RDNG4AB
C33160,1V41,EF09,07:59,GTWK,RDNGSTN
C33161,1V42,EF09,08:55,GTWK,RDNG4AB
C33162,1V43,EF09,09:26,GTWK,RDNG4AB
C33163,1V44,EF09,09:55,GTWK,RDNG4AB
C33164,1V45,EF09,10:26,GTWK,RDNG4AB
C33165,1V46,EF09,10:55,GTWK,RDNG4AB
C33166,1V47,EF09,11:26,GTWK,RDNG4AB
C33167,1V48,EF09,11:55,GTWK,RDNG4AB
C33168,1V49,EF09,12:26,GTWK,RDNG4AB
C33169,1V50,EF09,12:55,GTWK,RDNG4AB
C33170,1V51,EF09,13:26,GTWK,RDNG4AB
C33171,1V52,EF09,13:55,GTWK,RDNG4AB
C33172,1V53,EF09,14:26,GTWK,RDNG4AB
C33173,1V54,EF09,14:55,GTWK,RDNG4AB
C33174,1V55,EF09,15:26,GTWK,RDNG4AB
C33175,1V56,EF09,15:55,GTWK,RDNG4AB
C33176,1V57,EF09,16:26,GTWK,RDNG4AB
C33177,1V58,EF09,16:55,GTWK,RDNG4AB
C33178,1V59,EF09,17:26,GTWK,RDNG4AB
C33179,1V60,EF09,17:55,GTWK,RDNG4AB
C33180,1V61,EF09,18:26,GTWK,RDNGSTN
C33181,1V62,EF09,18:55,GTWK,RDNG4AB
C33182,1V63,EF09,19:26,GTWK,RDNGSTN
C33183,1V64,EF09,19:55,GTWK,RDNGSTN
C33184,1V65,EF09,20:25,GTWK,RDNG4AB
C33185,1V66,EF09,20:55,GTWK,RDNGSTN
C33186,1V68,EF09,22:18,GTWK,RDNGSTN
C33187,1V69,EF09,23:05,GTWK,RDNGSTN
C33196,1W15,EF03,07:36,PADTON,GTMLVRN
C33203,1W73,EF03,19:47,PADTON,GTMLVRN
C33205,1W77,EF03,20:49,PADTON,WORCSSH
C33206,1W79,EF03,21:49,PADTON,WORCSSH
C33210,2A09,EF12,09:18,STERTH,STIVES
C33212,2A48,EF12,19:48,STIVES,PENZNCE
C33223,2B72,EF11,08:25,EXETRSD,BRNSTPL
C33225,2B74,EF11,10:13,EXETERC,BRNSTPL
C33226,2B84,EF11,20:11,EXETERC,BRNSTPL
C33228,2C24,EF11,11:26,EXETRSD,PENZNCE
C33231,2C30,EF12,15:40,PLYMTH,PENZNCE
C33233,2C32,EF11,15:27,EXETRSD,PENZNCE
C33235,2C34,EF11,16:21,EXETRSD,PENZNCE
C33237,2C36,EF12,18:40,PLYMTH,PENZNCE
C33238,2C69,EF10,09:55,BRSTLTM,EXETRSD
C33239,2E07,EF12,08:47,PENZNCE,EXETRSD
C33240,2E11,EF12,10:47,PENZNCE,EXETRSD
C33242,2E14,EF11,11:22,EXMOUTH,EXETRSD
C33243,2E19,EF12,14:47,PENZNCE,EXETRSD
C33244,2E20,EF11,17:27,PAIGNTN,EXETRSD
C33246,2E29,EF11,22:40,PAIGNTN,EXETRSD
C33249,2E34,EF10,09:39,BRSTLTM,WORCSSH
C33250,2E41,EF11,19:36,BRNSTPL,EXETRSD
C33251,2E44,EF10,14:39,BRSTLTM,CHLTNHM
C33252,2E45,EF11,21:36,BRNSTPL,EXETRSD
C33253,2F06,EF11,09:36,BRNSTPL,EXMOUTH
C33254,2F70,EF12,08:50,TRURO,FALMTHD
C33255,2F72,EF12,09:50,TRURO,FALMTHD
C33256,2F76,EF12,11:55,TRURO,FALMTHD
C33257,2F78,EF12,12:55,TRURO,FALMTHD
C33258,2F80,EF12,13:55,TRURO,FALMTHD
C33259,2F84,EF12,16:00,TRURO,FALMTHD
C33260,2F86,EF12,17:00,TRURO,FALMTHD
C33261,2F88,EF12,17:58,TRURO,FALMTHD
C33262,2F90,EF12,19:00,TRURO,FALMTHD
C33263,2F92,EF12,20:00,TRURO,FALMTHD
C33264,2F94,EF12,21:02,TRURO,FALMTHD
C33266,2G02,EF03,10:17,SDON,CHLTNHM
C33268,2G03,EF03,11:24,SDON,CHLTNHM
C33271,2G05,EF03,13:24,SDON,CHLTNHM
C33273,2G07,EF03,14:24,SDON,GLOSTER
C33282,2G82,EF12,20:52,GUNISLK,PLYMTH
C33283,2J15,EF07,08:37,RDNGSTN,BSNGSTK
C33296,2L33,EF12,17:55,LISKARD,LOOE
C33297,2L34,EF12,18:45,LOOE,LISKARD
C33298,2L35,EF12,20:15,LISKARD,LOOE
C33299,2L36,EF12,20:49,LOOE,LISKARD
C33304,2M68,EF10,18:10,TAUNTON,BRSTLTM
C33305,2M69,EF10,19:26,TAUNTON,BRSTLTM
C33306,2M71,EF10,20:16,TAUNTON,BRSTLTM
C33307,2M75,EF10,22:10,TAUNTON,BRSTLTM
C33310,2N08,EF12,10:12,PARR,NEWQUAY
C33311,2N09,EF12,11:18,NEWQUAY,PARR
C33312,2N10,EF12,11:14,PARR,NEWQUAY
C33313,2N11,EF12,12:15,NEWQUAY,PARR
C33316,2N14,EF12,13:30,PARR,NEWQUAY
C33317,2N15,EF12,14:18,NEWQUAY,PARR
C33318,2N16,EF12,14:38,PARR,NEWQUAY
C33319,2N19,EF12,15:52,NEWQUAY,PARR
C33320,2N19,EF05,08:42,PADTON,DIDCOTP
C33323,2N22,EF12,17:15,PARR,NEWQUAY
C33324,2N23,EF12,18:16,NEWQUAY,PARR
C33325,2N24,EF12,18:30,PARR,NEWQUAY
C33326,2N24,EF05,09:38,PADTON,DIDCOTP
C33327,2N25,EF12,19:23,NEWQUAY,PARR
C33329,2N27,EF12,20:29,NEWQUAY,PARR
C33330,2N61,EF05,17:38,PADTON,DIDCOTP
C33332,2N71,EF05,18:38,PADTON,DIDCOTP
C33334,2N90,EF05,22:33,PADTON,DIDCOTP
C33336,2O89,EF13,11:32,SDON,WEYMTH
C33337,2O95,EF09,22:16,RDNG4AB,GUILDFD
C33338,2P09,EF12,09:45,PENZNCE,PLYMTH
C33339,2P21,EF12,15:45,PENZNCE,PLYMTH
C33341,2P23,EF12,16:45,PENZNCE,PLYMTH
C33343,2P49,EF05,12:13,DIDCOTP,PADTON
C33344,2P65,EF05,16:12,DIDCOTP,PADTON
C33348,2P89,EF05,21:12,DIDCOTP,PADTON
C33350,2R25,EF11,11:33,BRNSTPL,EXETERC
C33354,2T80,EF12,14:21,FALMTHD,TRURO
C33355,2T86,EF12,17:26,FALMTHD,TRURO
C33356,2T88,EF12,18:24,FALMTHD,TRURO
C33357,2T92,EF12,20:26,FALMTHD,TRURO
C42676,2R97,EF08,00:18,TWYFORD,RDNGSTN
C47787,2K16,EF10,08:54,BRSTLTM,SVRNBCH
C47789,2K20,EF10,09:46,BRSTLTM,SVRNBCH
C47798,2K50,EF10,17:16,BRSTLTM,SVRNBCH
C47802,2K60,EF10,19:46,BRSTLTM,AVONMTH
C47804,2K64,EF10,21:00,BRSTLTM,AVONMTH
C47817,2O74,EF13,09:08,BRSTLTM,WEYMTH
C47818,2O94,EF13,17:48,BRSTLTM,WEYMTH
C47819,2O96,EF13,20:49,BRSTLTM,WEYMTH
C47824,2U08,EF10,09:05,BRSTLTM,CRDFCEN
C47826,2Y15,EF10,09:15,BRSTLTM,WSMARE
C47827,2Y37,EF10,23:12,BRSTLTM,WSMARE
C47828,2M15,EF13,18:10,CCARY,SDON
C47830,2T31,EF10,09:21,CHLTNHM,BRSTLTM
C47869,2P32,EF05,08:20,DIDCOTP,PADTON
C47874,2P37,EF05,09:05,DIDCOTP,PADTON
C47878,2P41,EF05,10:12,DIDCOTP,PADTON
C47882,2P45,EF05,11:12,DIDCOTP,PADTON
C47891,2P53,EF05,13:12,DIDCOTP,PADTON
C47896,2P57,EF05,14:12,DIDCOTP,PADTON
C47901,2P61,EF05,15:12,DIDCOTP,PADTON
C47913,2P77,EF05,18:12,DIDCOTP,PADTON
C47917,2P81,EF05,19:12,DIDCOTP,PADTON
C47920,2P85,EF05,20:12,DIDCOTP,PADTON
C47924,2P93,EF05,22:04,DIDCOTP,PADTON
C47925,2P97,EF05,23:52,DIDCOTP,PADTON
C47970,2M73,EF10,20:26,EXETRSD,BRSTLTM
C47978,2T06,EF11,08:20,EXETRSD,PAIGNTN
C47979,2U16,EF10,11:47,EXETRSD,CRDFCEN
C47980,2U20,EF10,13:46,EXETRSD,CRDFCEN
C47981,2U22,EF10,14:50,EXETRSD,CRDFCEN
C47982,2U24,EF10,15:49,EXETRSD,CRDFCEN
C47983,2U26,EF10,16:50,EXETRSD,CRDFCEN
C47990,2T08,EF11,08:55,EXMOUTH,PAIGNTN
C47997,2T11,EF11,09:55,EXMOUTH,PAIGNTN
C48002,2T13,EF11,10:55,EXMOUTH,PAIGNTN
C48006,2T15,EF11,11:57,EXMOUTH,PAIGNTN
C48009,2T16,EF11,12:26,EXMOUTH,PAIGNTN
C48012,2T17,EF11,12:57,EXMOUTH,PAIGNTN
C48017,2T19,EF11,13:57,EXMOUTH,PAIGNTN
C48020,2T20,EF11,14:24,EXMOUTH,PAIGNTN
C48023,2T21,EF11,14:57,EXMOUTH,PAIGNTN
C48027,2T23,EF11,15:57,EXMOUTH,PAIGNTN
C48029,2T24,EF11,16:24,EXMOUTH,PAIGNTN
C48032,2T25,EF11,16:58,EXMOUTH,PAIGNTN
